A,tau,alpha,offset,alpha_err,r2,delta_alpha,backend,signal,r2_exp,n_lags,analysis,n_points,mean_fluct_us,median_fluct_us,day,trend_slope
0.9586699635111612,49.99999999905767,0.10000000000000002,0.49999999998346595,160.35854112470085,-3.850570637934055,1.2333333333333332,ibm_brisbane,ACF_T1,-3.615741261953076e-09,6.0,ACF_coherence,,,,,
3.2830015416715287e-09,49.99992044555757,2.9999998870227773,0.37235714888415483,0.0,-5.108868883496598e-11,1.666666553689444,ibm_brisbane,ACF_T2,-9.103828801926284e-15,10.0,ACF_coherence,,,,,
0.8363077884285184,49.99999999999531,0.10000000000000002,0.49999999999994627,230.46881128471279,-0.6627179692954877,1.2333333333333332,ibm_kyoto,ACF_T1,-6.402078867040473e-11,6.0,ACF_coherence,,,,,
5.308664164084778e-16,45.91245932332933,0.10000000001210345,0.43139432325082616,0.0,1.1102230246251565e-16,1.2333333333212297,ibm_kyoto,ACF_T2,-4.218847493575595e-15,10.0,ACF_coherence,,,,,
0.9208415716402412,49.99999999989723,0.10000000000000002,0.49999999999827954,194.37283093946516,-1.3683896018118338,1.2333333333333332,ibm_osaka,ACF_T1,-1.7363888105137448e-13,6.0,ACF_coherence,,,,,
6.295316992386341e-10,43.74074010458854,0.10000613179501855,0.3538873322253427,76493683.4819415,-2.5550006554908578e-11,1.2333272015383148,ibm_osaka,ACF_T2,-2.220446049250313e-16,10.0,ACF_coherence,,,,,
0.8994793373793789,0.5378162195068161,2.9999999999999996,0.06771379411118392,0.1701071894057969,0.9869408281912919,1.6666666666666663,ibm_brisbane,Fluct_T1,0.9198766096966742,,Fluctuation_dist,41.0,41.23568159259952,38.73998398081514,,
0.9553023106738332,0.3857613456037139,1.3226779679717788,-0.008390958284539507,0.06595144638254449,0.9938836079051373,0.010655365361554425,ibm_brisbane,Fluct_T2,0.9900223980298543,,Fluctuation_dist,41.0,12.26528184011244,9.990104176870702,,
0.9868290063861377,0.5932504573140478,1.9204236018392793,0.001545214753774169,0.1791973463010782,0.9874099935799225,0.587090268505946,ibm_kyoto,Fluct_T1,0.9801743771195788,,Fluctuation_dist,41.0,44.035004816319244,39.18209853768681,,
1.0402918853933736,0.60245874974863,1.4931284082440865,-0.09999999999999999,0.11299794184061109,0.99058174951111,0.1597950749107533,ibm_kyoto,Fluct_T2,0.99030480702031,,Fluctuation_dist,41.0,12.281643950925838,11.202939448570376,,
0.9892275360185251,0.5288728815063666,2.0512356364211146,-0.005598658840968791,0.17827739465328832,0.9878302890931214,0.7179023030877814,ibm_osaka,Fluct_T1,0.9794102696765774,,Fluctuation_dist,41.0,40.72065622649931,37.824549353340984,,
1.0280049878470714,0.6024130853432079,1.1266247430344978,-0.09999999999999999,0.1022135100582553,0.9908576917492091,0.20670859029883548,ibm_osaka,Fluct_T2,0.9937278131792607,,Fluctuation_dist,41.0,10.940196759117235,9.301757378225417,,
0.7792744378102903,4.101049616835355,0.4732128943499869,-0.10255548292267343,1.3790223368951242,0.6686433189661627,0.8601204389833463,ibm_brisbane,T1,0.6686433189661626,,Within_day,9.0,,,1.0,-5.192922133212553
1.0018813070567296,7.608925662625783,1.688645826366996,-0.09045651913890751,0.6927296545772379,0.8645817338901529,0.35531249303366264,ibm_brisbane,T1,0.8578365359054496,,Within_day,9.0,,,2.0,-5.915223162502409
0.6983681245386331,10.85560826232916,0.9303675127846867,-0.165484484545258,1.5093216936826686,0.35821744714385684,0.4029658205486466,ibm_brisbane,T2,0.35821744714385684,,Within_day,9.0,,,2.0,-2.346379418221812
0.814736140963663,7.003664363807659,1.4114083563134316,-0.0986798992825964,0.8628525671443397,0.8000668983053201,0.07807502298009839,ibm_brisbane,T1,0.8000668983053201,,Within_day,9.0,,,3.0,-7.726339184674759
0.7408892881990419,6.302300714600767,1.0734292745696172,-0.10311117824423023,1.1527766641467718,0.6985870024976026,0.25990405876371603,ibm_brisbane,T1,0.6985870024976026,,Within_day,9.0,,,4.0,-5.794150636691583
0.800549056210733,6.026968970868482,0.6891235717229547,-0.020074659913255133,0.9248221537560528,0.7463996184324739,0.6442097616103786,ibm_brisbane,T2,0.7463996184324739,,Within_day,9.0,,,4.0,-3.5972422676621414
0.8631130547147728,8.109177038125226,1.6409380939355176,-0.11351187364979666,0.9248949876538941,0.7608162130766468,0.30760476060218434,ibm_brisbane,T1,0.755040744676046,,Within_day,9.0,,,5.0,-7.42125797670319
0.7224491308928579,6.092492991849706,0.4276500509851584,-0.1064425259183096,1.1105464233757536,0.6231996982012387,0.9056832823481749,ibm_brisbane,T1,0.6231996982012385,,Within_day,9.0,,,6.0,-5.165390750109238
0.7045945254226369,0.010000000000055773,0.10000000000836569,0.04018267513284198,0.8900301316905948,0.8360048163915883,1.2333333333249676,ibm_brisbane,T2,0.8365333166196712,,Within_day,9.0,,,6.0,-3.7917571014852833
0.8326938356168988,3.115527262623755,0.5754578194363986,0.09746821577984173,1.4681028775440585,0.844656905590588,0.7578755138969346,ibm_brisbane,T1,0.844656905590588,,Within_day,9.0,,,7.0,-5.430841173842049
0.9168799538774045,6.772546150629015,1.6554006810493336,-0.07460669342692093,0.8572885211734147,0.8340570093927505,0.3220673477160003,ibm_brisbane,T1,0.8327481583044958,,Within_day,9.0,,,8.0,-6.431409167117333
0.9077524716366429,11.045618152344755,1.3399193068680113,0.03151048478939982,1.352849103194577,0.47371818742074756,0.006585973534678047,ibm_brisbane,T2,0.4727939238563358,,Within_day,9.0,,,8.0,-2.245635108449758
0.950125446390248,8.242681217770986,2.0212563828460213,-0.15870203482948894,0.5944027774416504,0.9122567457449212,0.687923049512688,ibm_brisbane,T1,0.8790473494219123,,Within_day,9.0,,,9.0,-7.883534074518598
0.8944019364736245,8.560467196498468,1.8763725289022675,-0.1470316951910522,0.8840365880838388,0.801410763392525,0.5430391955689342,ibm_brisbane,T1,0.7799762819764126,,Within_day,9.0,,,10.0,-5.316351215730084
1.0351974755040299,6.571976631838661,2.12028073546599,-0.046317184887328104,0.4113853670827354,0.9628488499822478,0.7869474021326568,ibm_brisbane,T1,0.9482190067908429,,Within_day,9.0,,,11.0,-6.388391027794518
0.840297818367021,3.7507611168568546,0.3606152982497898,-0.10356341959210283,0.9804079945833184,0.7773083074907923,0.9727180350835435,ibm_brisbane,T1,0.7773083074907923,,Within_day,9.0,,,12.0,-4.465123092170842
0.716275367538186,5.810970598554167,0.402546266935807,0.0028938888618995702,1.0205858217714419,0.6694134952914406,0.9307870663975263,ibm_brisbane,T2,0.6694134952914407,,Within_day,9.0,,,12.0,-3.0158309639168617
0.8740054250063377,7.24450502848537,1.4797439088707653,-0.0839485761200825,0.6378134034029007,0.8770142562796811,0.14641057553743209,ibm_brisbane,T1,0.8768145934891323,,Within_day,9.0,,,13.0,-7.065797859340308
0.9654357993855293,7.155527859855656,1.6042908204747515,-0.06522421255544014,0.4879367346888145,0.9309880508806939,0.2709574871414182,ibm_brisbane,T1,0.92893723663092,,Within_day,9.0,,,14.0,-7.308450961950344
0.6764718225994729,0.010000000001468643,0.1000000004012459,0.10446945651992864,1.3785059885175666,0.6757790282385877,1.2333333329320872,ibm_brisbane,T2,0.6760408901748536,,Within_day,9.0,,,14.0,-2.6353725410099758
1.012248333335212,7.423654670017699,1.9173777380187202,-0.13193711516673237,0.5262758868485967,0.9303291847785312,0.584044404685387,ibm_kyoto,T1,0.9127837126107813,,Within_day,9.0,,,1.0,-7.7766095966683295
1.0147911103788314,3.815153485156541,0.9187031766825948,-0.04487665612372628,0.8089501167326861,0.959479792575691,0.41463015665073844,ibm_kyoto,T1,0.959479792575691,,Within_day,9.0,,,2.0,-7.418355908449496
0.8524254173958529,11.377386476156065,1.886709179757379,-0.07757356160578478,2.190459273221262,0.3844700648865116,0.5533758464240457,ibm_kyoto,T2,0.3674591965371923,,Within_day,9.0,,,2.0,-1.8229444159053443
0.8583794817279352,5.580560264287748,1.0317240992766108,-0.05906834003528968,0.7629888364274097,0.8788811521411483,0.30160923405672246,ibm_kyoto,T1,0.8788811521411483,,Within_day,9.0,,,3.0,-7.225788701364509
0.7074218847478119,2.727359639801023,0.37216268662805685,0.1433563182491197,1.5243260869447974,0.7155927987305686,0.9611706467052764,ibm_kyoto,T1,0.7155927987305686,,Within_day,9.0,,,4.0,-6.479955486257017
0.9319467841915492,8.32070468917656,1.8114233984707906,-0.08744343037043782,0.7228436560240367,0.8534060122046085,0.47809006513745733,ibm_kyoto,T1,0.8367836352020989,,Within_day,9.0,,,5.0,-6.026391348749652
1.0487153057016603,9.713165845006445,2.2139787862666993,-0.10958627511784753,1.1998213142307814,0.7537331666999842,0.880645452933366,ibm_kyoto,T1,0.6994333377783677,,Within_day,9.0,,,6.0,-4.98783222297525
0.8867781738292216,9.709933757649685,1.8801028407473053,-0.01257191234191379,1.36234281782887,0.6177421044154179,0.546769507413972,ibm_kyoto,T2,0.5965879244319232,,Within_day,9.0,,,6.0,-2.7091284815973404
0.9888684737911644,6.642401305758093,1.5343966194396537,-0.04148632670322179,178544284.4978055,0.8887793944926369,0.2010632861063204,ibm_kyoto,T1,0.8887232172291711,,Within_day,9.0,,,7.0,-6.963538770341285
0.9711571543433005,7.843062248346496,1.5837024729405285,-0.11884120152704185,0.7196491639349297,0.8401598511295658,0.2503691396071952,ibm_kyoto,T1,0.836173505489133,,Within_day,9.0,,,8.0,-7.039596844149176
0.9445485093264504,11.201711568918759,2.687594888968996,-0.2051463885606511,2.686066630512624,0.5580743172980522,1.3542615556356628,ibm_kyoto,T2,0.4847517844750643,,Within_day,9.0,,,8.0,-2.108955123898239
0.8394473021076426,4.088045898251119,0.45826313529366436,-0.08401890318731745,0.8926301545500726,0.8237951551810555,0.8750701980396689,ibm_kyoto,T1,0.8237951551810555,,Within_day,9.0,,,9.0,-5.775516170349523
0.8446704601710873,3.7154815289658987,0.7999484062544355,0.0936444969565434,2.059468740516131,0.7690136785919741,0.5333849270788977,ibm_kyoto,T1,0.7690136785919741,,Within_day,9.0,,,10.0,-5.949122298194591
0.8447311392494642,5.319069877163844,1.0659591113369786,-0.059197688497598995,0.979206132675929,0.8434116138454004,0.26737422199635463,ibm_kyoto,T2,0.8434116138454004,,Within_day,9.0,,,10.0,-3.753907833285527
0.8166439841511537,4.56638394293529,0.4898708788042488,-0.06994714070223622,32830967.559242245,0.800807480718179,0.8434624545290845,ibm_kyoto,T1,0.800807480718179,,Within_day,9.0,,,11.0,-8.277217448134705
0.8970402779644834,8.71915344351657,1.8378592245135952,-0.061416350060282454,1.0665705794355302,0.7255970009320334,0.5045258911802619,ibm_kyoto,T1,0.7082059872720274,,Within_day,9.0,,,12.0,-5.180974248463669
0.8847709680676081,7.548766404373109,1.4944036711286344,-0.08957547588112652,0.8226675722402985,0.8006236181778976,0.1610703377953011,ibm_kyoto,T2,0.7998989781736994,,Within_day,9.0,,,12.0,-3.2474512464955976
0.9596351576495388,7.174203806069187,1.559733118619341,-0.0888328411230929,0.7493237958484434,0.8469870132274321,0.2263997852860078,ibm_kyoto,T1,0.8457932016834517,,Within_day,9.0,,,13.0,-7.020245023142658
0.8273424403404523,6.686959387599691,1.2049534916919962,-0.08856060544727175,0.7574886050151844,0.8351157651011083,0.1283798416413371,ibm_kyoto,T1,0.8351157651011083,,Within_day,9.0,,,14.0,-7.88750995168104
1.0145323353952487,11.974850001697519,2.9999999999999996,-0.4999999999976804,4.389460704391932,0.44825327420901573,1.6666666666666663,ibm_kyoto,T2,0.365798430689549,,Within_day,9.0,,,14.0,-2.290548916263598
0.9020402197618979,4.194425665361745,0.6444607971600764,-0.05875162038177144,491843010.1533095,0.806044360706694,0.6888725361732568,ibm_osaka,T1,0.806044360706694,,Within_day,9.0,,,1.0,-6.376600911944356
0.9475986843631238,5.856683589562948,1.2926241611102698,0.005606929573737611,0.4303440561533084,0.9603048841268411,0.04070917222306347,ibm_osaka,T1,0.9603048841268411,,Within_day,9.0,,,2.0,-9.018737306290626
0.8608939636732251,6.430543970839138,1.6290033888193014,-0.07208893100198299,1.091491169363454,0.7746010642318757,0.29567005548596814,ibm_osaka,T2,0.7744812563352995,,Within_day,9.0,,,2.0,-3.9609803671436725
0.8306493237615153,4.850424012265912,0.7746331972284975,0.10660129611352807,1.0284911918374253,0.816235199024473,0.5587001361048357,ibm_osaka,T1,0.816235199024473,,Within_day,9.0,,,3.0,-5.1506053262859455
0.9278200985551636,8.7490642843654,1.78682439750371,-0.14589145521513724,0.8383227733258242,0.8028914035792637,0.45349106417037666,ibm_osaka,T1,0.7854827141903797,,Within_day,9.0,,,4.0,-6.039333139612833
0.696009655211275,2.652798509199738,0.10009783055986529,-0.060439605878579876,1.2269942404516017,0.5844063052232988,1.233235502773468,ibm_osaka,T2,0.5844063052233155,,Within_day,9.0,,,4.0,-1.2113360765094812
1.0079011783528433,6.181559982826022,1.8755084937742237,-0.018242558345221947,0.5234366711201074,0.943361892716678,0.5421751604408904,ibm_osaka,T1,0.9412261754147153,,Within_day,9.0,,,5.0,-6.521553863958332
0.9690105359284128,6.065082527037569,1.6206153776814276,-0.0141828929579545,209201971.18830255,0.9156384602077079,0.28728204434809435,ibm_osaka,T1,0.9156384602076606,,Within_day,9.0,,,6.0,-7.93161142400853
1.0396509614070213,11.997155045475978,2.9999999999999996,-0.49999999999999994,4.610309103874282,0.4283029501892328,1.6666666666666663,ibm_osaka,T2,0.29573002257925085,,Within_day,9.0,,,6.0,-2.40142953303661
0.8486967068115431,8.137375705734117,1.233420477826045,0.024082121385082932,0.8673991821550198,0.7301438603222481,0.09991285550728835,ibm_osaka,T1,0.7301438603222481,,Within_day,9.0,,,7.0,-3.907430510270158
0.9147510670934639,6.780823249924986,1.750706857613701,-0.07613574540020147,0.8733400073103937,0.8351679800682122,0.4173735242803678,ibm_osaka,T1,0.8320729277558718,,Within_day,9.0,,,8.0,-6.819358818398526
1.2489372209020613,12.68612404495286,2.9999999999999982,-0.49999999999783806,3.584958375996051,0.5690124925297226,1.666666666666665,ibm_osaka,T2,0.3658829155666078,,Within_day,9.0,,,8.0,-2.15849645339337
0.7765594888925361,3.6792105247708022,0.8738891084234248,0.14779758129586648,1.3962463727326664,0.8980483067275032,0.45944422490990844,ibm_osaka,T1,0.8980483067275032,,Within_day,9.0,,,9.0,-8.204578827536068
1.0844106414487447,8.327941125730403,2.638703543138128,-0.1995057331160262,0.5680514765049208,0.9524553071490744,1.3053702098047946,ibm_osaka,T1,0.8566287734978261,,Within_day,9.0,,,10.0,-5.053977629562592
0.8369484236620727,9.016388168050838,1.4348989772443301,-0.003484404340817618,1.31629357790087,0.5435838823801463,0.10156564391099687,ibm_osaka,T2,0.5425256703833936,,Within_day,9.0,,,10.0,-1.8913821868220655
0.8524019720100507,6.193019519756288,1.2475442266397154,-0.06935438131596364,0.7650456366262244,0.8622427275023676,0.08578910669361783,ibm_osaka,T1,0.8622427275023673,,Within_day,9.0,,,11.0,-5.922329647898085
0.9350618865297609,4.780837924109042,1.1572641406029855,-0.025422351929382102,1.0396953325472198,0.8867447434960356,0.1760691927303477,ibm_osaka,T1,0.8867447434960356,,Within_day,9.0,,,12.0,-4.610598442915596
0.9761952633057935,8.156768124168687,1.6676069952902728,-0.12708667685830022,0.6344842569349242,0.8726010911289125,0.3342736619569395,ibm_osaka,T2,0.8636539259738353,,Within_day,9.0,,,12.0,-3.7934906867389935
1.059035292553542,10.186750668790005,2.5993777942630456,-0.28725008158550286,1.3780742669924348,0.7957730027937414,1.2660444609297123,ibm_osaka,T1,0.699341975225343,,Within_day,9.0,,,13.0,-5.313100044341536
0.8482100634218349,5.330203921138573,1.3335498385517104,-0.056484446280503885,0.9878655134057343,0.8657904946890782,0.00021650521837712766,ibm_osaka,T1,0.8657904946890782,,Within_day,9.0,,,14.0,-6.3144856784376895
0.8134231827871123,3.585210469823094,0.156726354840955,-0.09821089966213319,1.062894341364913,0.6584794133011034,1.1766069784923783,ibm_osaka,T2,0.6584794133011034,,Within_day,9.0,,,14.0,-1.8518221735714127
1.7719083139699867,2.393818778793127,2.999973816761038,0.1500230255699008,44520.36471221861,0.762946422035968,1.6666404834277049,ibm_brisbane,LER_d5_ACF,,,LER_ACF,,,,,
